algorithm,column_group,R2(1-1),R2(1-2),R2(1-3),R2(1-4),R2(1-5),R2(1-6),R2(1-7),R2(1-8),R2(1-9),R2(1-10),RMSE(1-1),RMSE(1-2),RMSE(1-3),RMSE(1-4),RMSE(1-5),RMSE(1-6),RMSE(1-7),RMSE(1-8),RMSE(1-9),RMSE(1-10)
ann_savi_learned_only_bound,red-vnir4,0.563,0.56,0.422,0.663,0.586,0.568,0.612,0.6,0.619,0.585,7.056,7.282,7.689,6.681,6.977,7.197,6.947,6.836,6.844,6.918
