algorithm,column_group,R2(1-1),R2(1-2),R2(1-3),R2(1-4),R2(1-5),R2(1-6),R2(1-7),R2(1-8),R2(1-9),R2(1-10),RMSE(1-1),RMSE(1-2),RMSE(1-3),RMSE(1-4),RMSE(1-5),RMSE(1-6),RMSE(1-7),RMSE(1-8),RMSE(1-9),RMSE(1-10)
ann_savi_only,savi,0.559,0.551,0.356,0.5,0.52,0.522,0.578,0.587,0.584,0.542,7.262,7.193,7.861,7.086,7.076,7.309,7.172,7.169,6.896,7.287
