algorithm,column_group,R2(1-1),R2(1-2),R2(1-3),R2(1-4),R2(1-5),R2(1-6),R2(1-7),R2(1-8),R2(1-9),R2(1-10),RMSE(1-1),RMSE(1-2),RMSE(1-3),RMSE(1-4),RMSE(1-5),RMSE(1-6),RMSE(1-7),RMSE(1-8),RMSE(1-9),RMSE(1-10)
ann_savi_learned_only,red-vnir4,0.608,0.68,0.627,0.69,0.656,0.642,0.627,0.635,0.658,0.641,0.29,0.285,0.292,0.278,0.286,0.281,0.284,0.277,0.301,0.286
