algorithm,column_group,R2(1-1),R2(1-2),R2(1-3),R2(1-4),R2(1-5),R2(1-6),R2(1-7),R2(1-8),R2(1-9),R2(1-10),RMSE(1-1),RMSE(1-2),RMSE(1-3),RMSE(1-4),RMSE(1-5),RMSE(1-6),RMSE(1-7),RMSE(1-8),RMSE(1-9),RMSE(1-10)
ann_savi_learned_only_bound,red-vnir4,0.565,0.668,0.622,0.642,0.623,0.68,0.667,0.657,0.639,0.672,0.293,0.281,0.285,0.287,0.287,0.282,0.288,0.281,0.287,0.281
